idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN
27;RUA ITALIA JARDIM DAS NACOES;290,0;25950;AVENIDA nan DAS NACOES TABOAO;291;9,38;99,66;18,41;"AVENIDA nan DAS NACOES TABOAO 291 | Score Final: 18; AVENIDA nan DAS NACOES TABOAO 295 | Score Final: 18; AVENIDA nan DAS NACOES TABOAO 299 | Score Final: 18; AVENIDA nan DAS NACOES TABOAO 251 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 603 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 603 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 603 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 607 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 607 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 607 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 607 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 611 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 611 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 611 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 611 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 613 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 613 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 613 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 613 | Score Final: 13; AVENIDA nan DAS NACOES TABOAO 615 | Score Final: 13"
28;RUA GRACIOSA CENTRO;;32133;RUA nan GRACIOSA CENTRO;516;11,11;;11,11;"RUA nan GRACIOSA CENTRO 516 | Score Final: 11; RUA nan GRACIOSA CENTRO 528 | Score Final: 11; RUA nan GRACIOSA CENTRO 520 | Score Final: 11; RUA nan GRACIOSA CENTRO 508 | Score Final: 11; RUA nan GRACIOSA CENTRO 207 | Score Final: 11; RUA nan GRACIOSA CENTRO 205 | Score Final: 11; RUA nan GRACIOSA CENTRO 227 | Score Final: 11; RUA nan GRACIOSA CENTRO 203 | Score Final: 11; RUA nan GRACIOSA CENTRO 217 | Score Final: 11; RUA nan GRACIOSA CENTRO 197 | Score Final: 11; RUA nan GRACIOSA CENTRO 213 | Score Final: 11; RUA nan GRACIOSA CENTRO 223 | Score Final: 11; RUA nan GRACIOSA CENTRO 221 | Score Final: 11; RUA nan GRACIOSA CENTRO 197 | Score Final: 11; RUA nan GRACIOSA CENTRO 239 | Score Final: 11; RUA nan GRACIOSA CENTRO 267 | Score Final: 11; RUA nan GRACIOSA CENTRO 279 | Score Final: 11; RUA nan GRACIOSA CENTRO 0 | Score Final: 11; RUA nan GRACIOSA CENTRO 259 | Score Final: 11; RUA nan GRACIOSA CENTRO 309 | Score Final: 11"
29;RUA CARAMURU VL CONCEICAO;1255,0;36283;RUA nan CARAMURU CONCEICAO;1264;10,46;99,29;19,34;"RUA nan CARAMURU CONCEICAO 1264 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1240 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1272 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1272 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1272 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1280 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1280 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1230 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1282 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1284 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1290 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1206 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1330 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1334 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1180 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1180 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1178 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1338 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1176 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1174 | Score Final: 19"
30;RUA MANOEL DA NOBREGA VL CONCEICAO;605,0;133622;RUA nan MANOEL DA NOBREGA CONCEICAO;881;13,77;68,67;19,26;"RUA nan MANOEL DA NOBREGA CONCEICAO 881 | Score Final: 19; RUA nan MANOEL DA NOBREGA CONCEICAO 1149 | Score Final: 18; RUA nan MANOEL DA NOBREGA CONCEICAO 1221 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1221 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1269 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1281 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1287 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1293 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1297 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1301 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1319 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1327 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1331 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1351 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1355 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1359 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1371 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1385 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1399 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1403 | Score Final: 17"
31;AVENIDA ANTONIO PIRANGA CENTRO;700,0;61402;AVENIDA nan ANTONIO PIRANGA CENTRO;556;13,01;79,43;19,66;"AVENIDA nan ANTONIO PIRANGA CENTRO 556 | Score Final: 20; AVENIDA nan ANTONIO PIRANGA CENTRO 540 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 520 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 520 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 516 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 506 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 506 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 502 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 496 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 486 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 486 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 486 | Score Final: 19"
32;RUA NELSON RODRIGUES VL CONCEICAO;191,0;67716;RUA nan NELSON RODRIGUES CONCEICAO;191;14,74;100,0;23,27;"RUA nan NELSON RODRIGUES CONCEICAO 191 | Score Final: 23; RUA nan NELSON RODRIGUES CONCEICAO 192 | Score Final: 23; RUA nan NELSON RODRIGUES CONCEICAO 184 | Score Final: 23; RUA nan NELSON RODRIGUES CONCEICAO 182 | Score Final: 23; RUA nan NELSON RODRIGUES CONCEICAO 206 | Score Final: 23; RUA nan NELSON RODRIGUES CONCEICAO 176 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 176 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 176 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 208 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 174 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 170 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 170 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 169 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 218 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 166 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 220 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 164 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 224 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 159 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 159 | Score Final: 22"
33;RUA SANTO AMARO CENTRO;92,0;112213;RUA SANTO AMARO CENTRO;92;11,92;100,0;20,73;"RUA SANTO AMARO CENTRO 92 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 99 | Score Final: 20; RUA SANTO AMARO CENTRO 108 | Score Final: 19; RUA SANTO AMARO CENTRO 78 | Score Final: 19"
34;RUA COIMBRA CENTRO;760,0;33097;RUA nan COIMBRA CENTRO;660;8,53;86,84;16,36;"RUA nan COIMBRA CENTRO 660 | Score Final: 16; RUA nan COIMBRA CENTRO 656 | Score Final: 16; RUA nan COIMBRA CENTRO 648 | Score Final: 16; RUA nan COIMBRA CENTRO 642 | Score Final: 16; RUA nan COIMBRA CENTRO 616 | Score Final: 16; RUA nan COIMBRA CENTRO 616 | Score Final: 16; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15; RUA nan COIMBRA CENTRO 532 | Score Final: 15"
35;RUA BOROROS CONCEICAO;80,0;69221;RUA nan BOROROS CONCEICAO;260;10,02;30,77;12,1;"RUA nan BOROROS CONCEICAO 260 | Score Final: 12; RUA nan BOROROS CONCEICAO 358 | Score Final: 11; RUA nan BOROROS CONCEICAO 362 | Score Final: 11; RUA nan BOROROS CONCEICAO 362 | Score Final: 11; RUA nan BOROROS CONCEICAO 362 | Score Final: 11; RUA nan BOROROS CONCEICAO 362 | Score Final: 11; RUA nan BOROROS CONCEICAO 362 | Score Final: 11; RUA nan BOROROS CONCEICAO 368 | Score Final: 11; RUA nan BOROROS CONCEICAO 368 | Score Final: 11; RUA nan BOROROS CONCEICAO 376 | Score Final: 11; RUA nan BOROROS CONCEICAO 376 | Score Final: 11; RUA nan BOROROS CONCEICAO 378 | Score Final: 11; RUA nan BOROROS CONCEICAO 382 | Score Final: 11; RUA nan BOROROS CONCEICAO 382 | Score Final: 11; RUA nan BOROROS CONCEICAO 382 | Score Final: 11; RUA nan BOROROS CONCEICAO 382 | Score Final: 11; RUA nan BOROROS CONCEICAO 386 | Score Final: 11; RUA nan BOROROS CONCEICAO 386 | Score Final: 11; RUA nan BOROROS CONCEICAO 386 | Score Final: 11; RUA nan BOROROS CONCEICAO 388 | Score Final: 11"
36;AVENIDA ANTONIO PIRANGA CENTRO;556,0;61402;AVENIDA nan ANTONIO PIRANGA CENTRO;556;13,01;100,0;21,71;"AVENIDA nan ANTONIO PIRANGA CENTRO 556 | Score Final: 22; AVENIDA nan ANTONIO PIRANGA CENTRO 540 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 520 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 520 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 516 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 506 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 506 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 502 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 496 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 486 | Score Final: 20; AVENIDA nan ANTONIO PIRANGA CENTRO 486 | Score Final: 20; AVENIDA nan ANTONIO PIRANGA CENTRO 486 | Score Final: 20"
37;RUA JAVARI JARDIM PAINEIRAS;635,0;21410;RUA nan JAVARI TABOAO;635;7,41;100,0;16,66;"RUA nan JAVARI TABOAO 635 | Score Final: 17; RUA nan JAVARI TABOAO 647 | Score Final: 16; RUA nan JAVARI TABOAO 677 | Score Final: 16; RUA nan JAVARI TABOAO 677 | Score Final: 16; RUA nan JAVARI TABOAO 679 | Score Final: 16; RUA nan JAVARI TABOAO 687 | Score Final: 16; RUA nan JAVARI TABOAO 687 | Score Final: 16; RUA nan JAVARI TABOAO 699 | Score Final: 16; RUA nan JAVARI TABOAO 699 | Score Final: 16; RUA nan JAVARI TABOAO 699 | Score Final: 16; RUA nan JAVARI TABOAO 709 | Score Final: 16; RUA nan JAVARI TABOAO 709 | Score Final: 16; RUA nan JAVARI TABOAO 713 | Score Final: 16; RUA nan JAVARI TABOAO 713 | Score Final: 16; RUA nan JAVARI TABOAO 713 | Score Final: 16; RUA nan JAVARI TABOAO 713 | Score Final: 16; RUA nan JAVARI TABOAO 733 | Score Final: 15; RUA nan JAVARI TABOAO 733 | Score Final: 15; RUA nan JAVARI TABOAO 751 | Score Final: 15; RUA nan JAVARI TABOAO 751 | Score Final: 15"
38;RUA SAO JORGE CENTRO;98,0;28001;RUA SAO JORGE CENTRO;98;11,4;100,0;20,26;"RUA SAO JORGE CENTRO 98 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 89 | Score Final: 19; RUA SAO JORGE CENTRO 89 | Score Final: 19; RUA SAO JORGE CENTRO 89 | Score Final: 19; RUA SAO JORGE CENTRO 89 | Score Final: 19; RUA SAO JORGE CENTRO 89 | Score Final: 19; RUA SAO JORGE CENTRO 89 | Score Final: 19"
39;ANTONIO PIRANGA CENTRO;556,0;61402;AVENIDA nan ANTONIO PIRANGA CENTRO;556;13,01;100,0;21,71;"AVENIDA nan ANTONIO PIRANGA CENTRO 556 | Score Final: 22; AVENIDA nan ANTONIO PIRANGA CENTRO 540 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 520 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 520 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 516 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 506 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 506 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 502 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 496 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 486 | Score Final: 20; AVENIDA nan ANTONIO PIRANGA CENTRO 486 | Score Final: 20; AVENIDA nan ANTONIO PIRANGA CENTRO 486 | Score Final: 20"
40;AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO;332,0;32023;AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO;478;17,54;69,46;22,73;"AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 478 | Score Final: 23; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 478 | Score Final: 23; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 480 | Score Final: 23; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 480 | Score Final: 23; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 482 | Score Final: 23; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 482 | Score Final: 23; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 482 | Score Final: 23; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 482 | Score Final: 23; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 482 | Score Final: 23; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 482 | Score Final: 23; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 482 | Score Final: 23; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 492 | Score Final: 23; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 508 | Score Final: 22; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 510 | Score Final: 22; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 512 | Score Final: 22; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 520 | Score Final: 22; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 530 | Score Final: 22; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 532 | Score Final: 22; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 538 | Score Final: 22; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 789 | Score Final: 20"
